,order_id,customer_id,product_name,brand,raw_weight,country,order_date,unit_price
1217,REC-760733,10245,chocolat noir caramel pointe de sel,ethiquable,100,france,2025-10-30,20
1218,REC-761251,10166,biscuit petit beurre bl cplt  g,biocoop,140,france,2025-07-07,24
1219,REC-520336,11904,bonbons  leucalyptus,amanienord fresh,300,france,2025-06-28,22
1220,REC-441194,11892,peanut chocolate treat bag,m&m's,82,france,2025-07-12,20
1221,REC-431820,11763,mcvities rich tea classic  x,mcvitie's,600,france,2025-12-16,11
1222,REC-687663,5520,biscoff,lotus,250,österreich,2026-01-24,24
1223,REC-856276,13683,ficelles olives vertes et noires,kambly,100,france,2025-03-03,5
1224,REC-735162,5998,lindet choco swis dark yrs prod,lindt,100,france,2025-06-08,15
1225,REC-867667,12982,moelleux multi crales,belvita,250,belgique,2024-05-17,14
1226,REC-410547,12109,prince  biscuits fourrs got chocolat,lu,3,france,2025-06-17,16
1227,REC-110068,13414,milka tendre au lait,milka,100,france,2025-09-22,2
1228,REC-919137,7180,milk chocolate truffles,unknown,200,italy,2025-05-26,21
1229,REC-944870,10506,tic tac fresh mint,unknown,18,belgique,2025-05-16,10
1230,REC-245362,7100,doowap ppites chocolait ss additif,barilla,320,france,2025-07-25,4
1231,REC-345822,6789,biscuii cu crem de cacao,croco,25,france,2024-10-02,14
1232,REC-232705,10631,sea salt  chardonnay wine vinegar crisps,co op,150,france,2024-07-25,10
1233,REC-999167,10562,potato cakes,warburtons,6,gb,2024-11-01,20
1234,REC-605560,14622,corn puffs star w cascaval g    kg  box,star,90,franța,2025-11-14,18
1235,REC-497922,10153,pure fresh mentos,mentos,30,spain,2026-01-24,1
1236,REC-631891,10835,dark chocolate,waitrose,100,united kingdom,2025-03-14,12
1237,REC-692106,13978,sea salt sourdough flatbreads,peter's yard,115,gb,2025-03-12,1
1238,REC-496835,6799,les fourres    beurre de cacahute  cacao,funkie,250,france,2025-03-05,23
1239,REC-602078,9849,barre aux  crales et figue,marque repère,126,france,2026-01-29,24
1240,REC-327669,11185,brossard  savane mini dark chocolate marble cakes,brossard,210,fr,2024-03-11,1
1241,REC-769574,5411,g ricola menthol,ricola,50,france,2026-01-22,15
1242,REC-293254,12395,biscuits  lavoine complte nature bio g,u,130,france,2024-11-29,11
1243,REC-706176,14601,ptit fondant coeur chocolat,bjorg,180,france,2024-06-07,22
1244,REC-970573,7195,toffifee wei,storck,125,österreich,2024-11-20,12
1245,REC-415914,9368,heroes,cadbury,550,russia,2026-01-21,4
1246,REC-614261,11482,sweet chilli pepper,unknown,160,france,2024-12-10,13
1247,REC-987997,6921,organix carrot cake oats bars,organix,6,united kingdom,2024-08-18,1
1248,REC-173883,5736,natural original liquorice  bars,panda,128,france,2024-10-14,15
1249,REC-296684,7349,mikrowellen popcorn salzig,mcennedy,300,france,2024-11-22,8
1250,REC-325558,6317,petit beurre,lidl,2,france,2025-03-10,12
1251,REC-781241,14005,biscuits complets avoine et bl bio,aachener zucker- und backwaren paul schaeffer,200,frankreich,2025-01-12,11
1252,REC-202883,5163,cacahutes grilles  sec,bénenuts,200,france,2025-07-21,12
1253,REC-813081,14948,cereal max energy noisette chocolat,isostar,3,france,2024-08-31,18
1254,REC-970687,5445,sticks et bretzels,carrefour,300,belgium,2024-04-15,8
1255,REC-467524,12183,tuiles got sal,bouton d'or,170,france,2025-06-13,20
1256,REC-863738,14977,chips saveur aoli,brets,125,france,2024-03-28,3
1257,REC-133930,12702,galleta de mantequilla con tableta de chocolate con leche,carrefour bio,150,france,2025-10-06,6
1258,REC-329610,13755,le palet breton,marque repère,125,france,2024-12-07,12
1259,REC-738029,6428,rpublique dominicaine,alter eco,100,france,2024-05-18,10
1260,REC-296064,5497,chocolat noir quinoa,ethiquable,100,france,2025-04-02,12
1261,REC-494728,14742,werthers original drops sukkerfri g,conaxess trade norway,42,österreich,2025-12-19,23
1262,REC-911361,12591,storck caramel popcorn classic g,unknown,140,österreich,2025-05-20,3
1263,REC-405085,12474,balisto miel amandes x,balisto,167,frankreich,2025-08-24,11
1264,REC-796803,6353,barres de crales extra kelloggs miel  xg,kellogg's,128,belgium,2025-08-08,3
1265,REC-967434,12306,cashew cookie raw fruit  nut wholefoodbars,nakd,4,ireland,2025-06-04,1
1266,REC-907261,6921,orange menthe,ricola,50,belgique,2026-01-03,11
1267,REC-363549,14703,choco sticks,milka,112,bulgaria,2024-09-28,16
1268,REC-528754,5538,barre chocolate kinder bueno chocolat au lait,kinder,258,france,2025-06-06,18
1269,REC-383715,8250,buoni cosi,galbusera,300,france,2025-03-01,16
1270,REC-128676,5141,mixmax,balconi,35,belgium,2025-03-09,12
1271,REC-759522,13173,cheetos sticks,cheetos,96,francia,2024-09-21,3
1272,REC-697534,11305,chocolat gianduja,ethiquable,100,france,2024-07-16,12
1273,REC-983695,13103,sweet  salty microwave popcorn,butterkist,180,united kingdom,2025-09-26,22
1274,REC-591711,12690,blacks organic white chocolate bar,green & black's,90,ireland,2025-10-24,6
1275,REC-455140,14636,classic cream crackers,asda,300,united kingdom,2025-12-17,14
1276,REC-120006,7235,tartines craquantes sarrasin,le pain des fleurs,300,france,2026-01-10,12
1277,REC-374758,7662,original beef stick,chomps,32,united states,2025-12-01,15
1278,REC-197979,12416,biscotti al cioccolato,gullón,200,italy,2025-01-30,12
1279,REC-285833,11247,salt  shake potato crisps,walkers,6,united kingdom,2024-02-15,12
1280,REC-859689,8866,chocolat au lait,aiguebelle,100,morocco,2025-10-07,3
1281,REC-944705,11585,sabls quilibre noisette,le moulin du pivert,150,france,2024-03-03,21
1282,REC-611391,11450,chips saveur miel moutarde,brets,125,france,2024-11-06,14
1283,REC-629653,14007,hot  spicy,pringles,185,germany,2025-06-19,18
1284,REC-760152,12144,brioches barre chocolat au lait,pitch,300,france,2024-12-21,5
1285,REC-735951,7668,sour cream  onion flavour popped potato snacks,popchips,17,united kingdom,2025-11-19,8
1286,REC-484055,9960,cioccoavena,mulino bianco,270,italy,2025-11-13,17
1287,REC-931515,12914,napps lait,bjorg,150,france,2024-02-20,8
1288,REC-798251,13055,pringles hot smokin bbq ribs flavour,pringles,160,frankreich,2024-09-01,17
1289,REC-195320,5374,dark chocolate covered pretzels with peppermint pieces,unknown,21,brazil,2025-12-27,21
1290,REC-375991,9334,chocolat lait noisettes entires,bellarom,200,france,2024-05-21,17
1291,REC-863414,7312,fette croccanti con sesamo,unknown,250,francia,2024-06-19,23
1292,REC-923685,8623,crusti choc,fin carré,100,франция,2025-03-25,24
1293,REC-988456,12487,gteau de riz au caramel,nestlé,500,france,2026-01-26,12
1294,REC-258443,14933,boudoirs g,brossard,175,frankreich,2025-05-05,19
1295,REC-573438,7233,haribo pik,unknown,275,france,2025-02-27,9
1296,REC-504266,11739,repas quilibr barre saveur pomme framboise,gerlinéa,360,france,2024-02-23,23
1297,REC-933430,9785,sabls framboise ssame,unknown,150,francia,2025-03-04,16
1298,REC-784797,8474,petit beurre,st michel,180,france,2025-11-11,23
1299,REC-647607,6711,clats de fves de cacao noir,unknown,100,france,2025-01-06,5
1300,REC-692769,5208,chocolat noir   quateur,kaoka,100,france,2025-04-06,16
1301,REC-847417,12296,loriginale,bret's,30,france,2025-01-24,16
1302,REC-984143,10677,crackers aux graines de courge,carrefour,175,france,2024-09-10,11
1303,REC-116729,5649,chips pomlisse,marque repère,200,france,2025-06-04,16
1304,REC-118132,14332,rocher suchard noir  x g  g e,suchard,245,france,2024-07-28,8
1305,REC-515635,13485,kinderriegel,ferrero,378,autriche,2024-10-05,4
1306,REC-839852,10772,lightly salted tortilla chips,co op,200,france,2025-01-24,9
1307,REC-899897,5645,mms  peanut,m&m's,500,france,2024-10-28,5
1308,REC-309726,12564,toasting muffins,unknown,256,united kingdom,2024-12-14,17
1309,REC-282639,13493,chocolat brownie,milka,180,belgique,2024-08-23,14
1310,REC-118285,10381,kinder bueno mini,kinder,108,belgium,2024-11-09,3
1311,REC-274883,6628,butterkeks petit beurre,schär,165,france,2026-01-31,11
1312,REC-447723,7092,il cracker,gran pavesi,560,france,2025-06-12,12
1313,REC-463087,7560,primizie,unknown,700,france,2025-10-17,2
1314,REC-346480,5746,crunchy avena y miel,nature valley,210,portugal,2026-01-23,20
1315,REC-142184,9672,naturel chips,unknown,275,belgium,2025-03-22,12
1316,REC-629911,8800,classic,lay's,8,united states,2025-04-20,8
1317,REC-835675,10442,team up,tiffany,24,morocco,2024-07-04,14
1318,REC-480076,12318,ses,aldi,125,france,2024-05-13,23
1319,REC-338665,11750,croc break,marque repère,300,france,2025-04-09,10
1320,REC-185822,7896,graina abricot barres aux  crales mas,grainéa,126,frankrijk,2024-09-21,24
1321,REC-932820,5437,tortilla chips avocado guacamole flavour,mister free'd,135,germany,2025-05-03,11
1322,REC-362921,9748,gewrzspekulatius,wintertraum,600,deutschland,2024-11-24,10
1323,REC-313371,9652,biscuits peautre et ssame,carrefour,170,france,2025-10-19,24
1324,REC-971893,8711,tartines grilles craquantes au froment g,u,250,france,2024-09-15,22
1325,REC-290308,14599,sour watermelon,candy kittens,140,united kingdom,2024-07-25,12
1326,REC-439794,12701,schokolade halbbitter,ritter sport,100,germany,2025-07-28,4
1327,REC-263925,13938,crunchips paprika,unknown,150,deutschland,2025-12-28,22
1328,REC-295417,13481,cacao noir,carrefour,80,france,2024-04-26,8
1329,REC-498452,13496,nestle fitness cocoa protein bar multipack,nestlé,4,allemagne,2025-10-25,17
1330,REC-554259,11314,mikado,glico,100,france,2025-09-04,14
1331,REC-881519,7304,nocciolata,rigoni di asiago,250,france,2025-02-17,24
1332,REC-596684,7736,dark milk chocolate with blood orange,marks & spencer,100,united kingdom,2024-08-01,12
1333,REC-577588,8792,original saltine crackers,premium,1,united states,2025-09-09,1
1334,REC-266020,6846,cinnamon brown sugar breakfast biscuits,belvita,1,france,2025-02-10,24
1335,REC-772267,11957,organic tortilla chips,unknown,40,united states,2024-04-29,2
1336,REC-364543,8627,bastoncini salati,snack day,250,frankreich,2025-04-25,9
1337,REC-928943,8231,rich tea biscuits,tower gate,300,united kingdom,2025-12-12,12
1338,REC-308580,10938,nature tortilla,snack day,300,frankrijk,2026-02-04,1
1339,REC-874194,9592,lait amandes caramlises,fin carré,200,finlande,2025-11-15,12
1340,REC-951803,10221,pains au lait,les pâtissadesaldi,400,canada,2025-06-07,23
1341,REC-113164,6647,belvita petitdjeuner original,belvita,400,belgique,2024-02-14,11
1342,REC-641701,11454,cheetos got fromage,cheetos,75,france,2025-04-07,6
1343,REC-540919,11809,biscuit cacaot fourr saveur vanille,gerblé,176,francia,2025-08-09,1
1344,REC-949221,11012,cookies chocolat noisettes,bonne maman,225,belgium,2024-03-21,8
1345,REC-616247,5031,tuiles saveur crme oignon,bouton d'or,170,france,2024-04-21,17
1346,REC-605140,10715,crackers  graines  bio,chabrior,200,france,2024-07-04,5
1347,REC-903541,13160,vico la classique g,intersnack,400,france,2024-10-10,5
1348,REC-533561,7488,chocolate fitness special k,nestlé,23,belgium,2024-08-18,7
1349,REC-966633,7264,noir quinoa souffl,alter eco,100,france,2024-04-03,23
1350,REC-875560,9194,lightly sea salted crisps,coop,150,france,2025-03-28,11
1351,REC-670784,13967,soreen malt loaf g,soreen,190,france,2024-02-16,22
1352,REC-527275,5384,croissant with cocoa filling,7 days,65,poland,2025-07-04,20
1353,REC-706193,12973,belvita muesli,belvita,300,france,2025-09-10,24
1354,REC-927322,13805,petit lu beurre  sel de gurande,lu,200,france,2024-05-07,13
1355,REC-660478,7220,prince,lu,300,belgien,2024-12-28,9
1356,REC-408670,11847,leo,milka,33,belgium,2024-08-15,4
1357,REC-113161,14871,ferrero rocher,ferrero,375,albania,2024-03-30,10
1358,REC-238315,9290,magretti,galbusera,260,italy,2025-11-04,8
1359,REC-911324,14318,mix milk,balconi,1,belgium,2024-08-04,4
1360,REC-765162,12371,chocolate puro,valor,300,spain,2025-07-12,12
1361,REC-308966,13284,mega duo doble cacao,gullón,500,algeria,2026-01-15,23
1362,REC-696383,5480,lays oven baked roasted paprika,lay's,150,belgium,2025-03-11,8
1363,REC-853198,10142,karamelov pomaznka v lednici,saveurs de nos régions,340,frankreich,2025-06-08,16
1364,REC-145978,9537,fig rolls,lidl,200,france,2025-04-26,20
1365,REC-989461,6751,bio organic,gullón,170,bulgaria,2025-05-22,13
1366,REC-725479,5077,micro popcorn sare,chio,80,франция,2025-08-20,11
1367,REC-380923,10061,ready salted crisps,by sainsbury's,6,gb,2024-09-24,19
1368,REC-749978,14606,grenada,j.d. gross,100,deutschland,2024-12-08,9
1369,REC-435053,8868,barres granola au sirop drable,crownfield,252,united kingdom,2024-05-24,17
1370,REC-441887,7964,sea salt  chardonny vinegar,aldi specially selected,150,united kingdom,2024-10-08,12
1371,REC-470270,13664,chicles hierbabuena,hacendado,100,marruecos,2024-05-07,14
1372,REC-336409,5511,chips  la crevette,suzi wan,50,france,2025-02-08,21
1373,REC-678154,11417,monster munch crazy got crme oignon,intersnack,150,fr,2024-09-04,2
1374,REC-560466,6280,baked sea salt,walkers,6,united kingdom,2025-11-04,6
1375,REC-562193,10067,lays paysanne saveur oignons de roscoff caramlis,lay's,120,frankreich,2024-08-22,7
1376,REC-418321,13314,paprika,pringles,185,spain,2024-11-01,10
1377,REC-624005,12396,tablette de chocolat noir excellence paillet dentelle,unknown,100,france,2025-03-07,12
1378,REC-717890,12277,barres au son davoine,monoprix,180,france,2025-08-30,12
1379,REC-284514,11871,petit dej pepites de chocolat  miel,gerblé,132,france,2024-03-06,11
1380,REC-162086,6398,chocolat noir  cacao,lidl,6,france,2025-05-23,19
1381,REC-523299,8641,roasted pistachios,the foodie market,200,united kingdom,2024-04-28,19
1382,REC-704408,13666,protein bar caramel,nākd,45,united kingdom,2024-04-01,15
1383,REC-608717,11578,rosemary  sea salt flatbread thins,rivercote,125,united kingdom,2025-06-07,7
1384,REC-533848,14633,ptit gouter,it,52,morocco,2025-02-16,8
1385,REC-281034,10067,chocolate and hazelnut cake,shär gluten-free,180,france,2025-08-15,2
1386,REC-560283,14299,nacho cheese flavored tortilla chips,doritos,1,bolivia,2024-08-22,12
1387,REC-660776,8703,jammie dodgers raspberry flavour,unknown,140,france,2025-03-22,12
1388,REC-270756,13511,barre ptissire aux ufs frais,unknown,800,france,2025-05-30,10
1389,REC-523713,12802,rotella,haribo,300,francia,2025-03-29,3
1390,REC-480368,11259,galettes au bon beurre,st michel,520,france,2024-08-04,6
1391,REC-213646,6733,la madeleine bio,bjorg,225,france,2024-10-12,10
1392,REC-718928,7499,cookies bio quinoa ppites chocolat paquet de g,unknown,175,france,2025-05-25,6
1393,REC-770218,10206,brioche tresse pur beurre g,la boulangère,800,france,2025-05-29,3
1394,REC-684462,9477,chips paysannes nature,marque repère,150,frankrijk,2025-08-28,13
1395,REC-358374,11840,petit beurre nature,bisson,150,france,2024-08-14,19
1396,REC-357252,5798,chocolat noir gingembre confit,ethiquable,100,france,2025-02-07,13
1397,REC-746500,6227,milchschnitte,kinder,140,österreich,2025-12-19,14
1398,REC-461096,8348,fruit  oat bakes apple,unknown,210,france,2024-10-25,11
1399,REC-689540,14734,walkers salt  vinegar crisps  pack  outer packaging only,walkers,6,france,2025-08-29,9
1400,REC-819471,5267,urban fruit snack pack strawberry,smashing strawberry,35,france,2024-09-07,23
1401,REC-404392,13108,start,saïda,250,france,2024-04-30,22
1402,REC-592505,6087,milka au lait du pays alpin,milka,3,france,2025-08-02,11
1403,REC-388107,14151,crackers cereali antichi,misura,350,france,2025-05-19,24
1404,REC-221970,11259,lindor lait,unknown,337,france,2025-01-24,11
1405,REC-717375,14227,tortilla nachips,unknown,300,france,2025-08-16,10
1406,REC-648523,12637,chocolate negro,valor,170,france,2025-03-20,1
1407,REC-405076,7744,twins chocolate,gullón,42,algeria,2024-02-09,1
1408,REC-922293,13136,la galette gourmande chocolat noir,st michel,121,france,2026-01-11,11
1409,REC-318216,7278,tacos,fritosa,20,maroc,2025-03-05,17
1410,REC-722710,14090,conikos got chili,conikos,30,morocco,2024-08-03,14
1411,REC-709097,6887,gluten free oaties syrupy  crumbly,unknown,160,united kingdom,2024-06-30,10
1412,REC-590297,8041,protein bar  muscle mass  caramel cookie flavor,unknown,60,france,2024-10-18,24
1413,REC-408468,13382,tvarohov tyinka protein,milbona,40,horvátország,2025-10-01,19
1414,REC-707308,13091,maltesers,maltesers,102,united kingdom,2024-02-26,21
1415,REC-188356,11678,cranberries dried  sweetened,alesto,250,france,2024-04-14,8
1416,REC-802461,11965,rye sourdough crackers,m&s,130,united kingdom,2024-10-03,16
1417,REC-211192,10673,brioche ppites de chocolat,pitch,300,france,2024-05-03,14
1418,REC-712813,7216,crunchy chocolat  au lait,nature valley,8,france,2025-04-23,23
1419,REC-300048,11972,lentil chips,snackrite,5,gb,2025-09-01,15
1420,REC-942276,10937,zartes bltterteiggebck,sondey,100,germany,2025-01-29,14
1421,REC-434443,7467,patatas fritas extra crunch,hacendado,150,portugal,2025-08-10,6
1422,REC-888507,8745,chips de lentilles,vico,85,france,2025-08-02,2
1423,REC-196930,10252,protein peanuts,eat natural,40,united kingdom,2024-08-15,19
1424,REC-926063,7057,gche tranche pur beurre g,la boulangère,400,france,2024-09-06,6
1425,REC-562451,12630,aussie bites,universal bakery,30,canada,2025-05-21,8
1426,REC-117941,9141,schokobutterkeks zartbitter,unknown,125,finland,2025-04-15,15
1427,REC-259952,12952,lindt chocolate negro limon con gengibre con amandes,lindt&sprüngli,100,france,2024-09-09,9
1428,REC-231257,11364,biscuit crousti pause choco noisette ss gluten,gerblé,125,france,2025-03-18,17
1429,REC-294681,5507,biscuits galettes pur beurre bio,u,125,france,2024-10-25,18
1430,REC-876279,12166,croissants,brioche pasquier,320,france,2025-12-13,23
1431,REC-755308,9720,pains au chocolat format familial,brioche pasquier,720,france,2024-04-14,18
1432,REC-615123,14598,curly donuts,vico,100,france,2024-03-20,17
1433,REC-840145,13002,chips de lentilles aux petits oignons,jardin bio,50,france,2025-05-20,1
1434,REC-784546,6826,brossard  mini brownie choco pepites,brossard,240,frankreich,2026-01-17,15
1435,REC-660384,14599,crackers emmental graines de courge,bio village,200,france,2024-11-26,12
1436,REC-666118,8053,pain dpices,jardin bio,300,france,2024-12-12,17
1437,REC-675310,5295,merci  milk chocolate,merci,250,болгария,2024-08-21,11
1438,REC-246477,14773,puffreis mit schokolade,nippon,200,france,2024-06-06,7
1439,REC-624042,14013,cream crackers crispy crackers,jacob's,200,frança,2024-12-22,9
1440,REC-266711,6408,cheese  onion,pringles,165,croatia,2024-04-15,9
1441,REC-287637,11759,cacao  almond oat bar,deliciously ella,50,france,2024-10-07,10
1442,REC-911612,5751,lotus gaufre de lige perles de sucre format familial g xp,lotus,450,france,2025-06-23,14
1443,REC-281338,8612,loriginal lait,côte d'or,300,france,2025-11-22,21
1444,REC-677128,7104,croustilles aux cacahutes,belin,138,france,2024-03-14,12
1445,REC-213299,5486,crunch lot de,nestlé,200,france,2026-01-18,16
1446,REC-166854,14439,kinder schokolade,kinder,300,austria,2024-03-10,24
1447,REC-499463,6980,mix max,balconi,350,australia,2024-12-03,18
1448,REC-528478,5190,colcuore,galbusera,300,francia,2024-05-23,16
1449,REC-545836,14539,kaskys,tosfrit,40,france,2024-03-16,12
1450,REC-960157,9215,scottish seeded oatcakes,rivercote,250,france,2025-02-25,20
1451,REC-372031,13167,noix de cajou sales,snacks of the world,150,france,2024-04-08,16
1452,REC-512536,6306,smart price lightly salted tortilla chips,asda,180,united kingdom,2024-02-18,5
1453,REC-887070,6548,cereal noisette,unknown,204,france,2024-11-08,6
1454,REC-317779,10106,kingsize peanuts salted,snacks of the world,375,belgium,2025-02-12,11
1455,REC-880561,6240,palets bretons,carrefour,125,france,2025-04-21,12
1456,REC-474884,11263,beignet chocolat noisette x,brioche pasquier,270,france,2025-05-31,7
1457,REC-530633,10668,dark chocolate gingers,border,150,royaume-uni,2024-03-22,20
1458,REC-565108,5838,oatcakes,asda,250,united kingdom,2025-11-04,1
1459,REC-768122,5892,savane tout choco,brossard,210,france,2025-12-30,12
1460,REC-184966,13867,noir extra fondant,lindt,100,france,2024-09-26,18
1461,REC-569488,7725,crispy biscuit slices,mcvitie's,174,gb,2024-09-23,10
1462,REC-331462,11555,savoiardi,schär,200,france,2024-03-23,16
1463,REC-627101,5903,original stapelchips,snack day,170,frança,2025-10-16,24
1464,REC-433103,8611,cacahutes grilles  sec,alesto,150,france,2024-11-21,5
1465,REC-101499,5263,grany chocolat  crales,unknown,208,france,2025-06-01,16
1466,REC-742367,11642,sticks dalsace g,dr. oetker,200,france,2025-04-02,1
1467,REC-894827,10123,special k  crales chocolat noir,kellogg's,21,belgium,2025-03-30,20
1468,REC-812771,5428,biscuit fondant choco lait,gerblé,126,francia,2025-09-05,17
1469,REC-437121,8763,madeleines,st michel,85,france,2025-12-11,12
1470,REC-383525,9827,chocolat noir dgustation  de cacao tablette de g,u,100,france,2025-08-12,3
1471,REC-423178,12254,chocolat noir  ptisser tablette de g,u,200,france,2025-03-22,16
1472,REC-365837,10357,brioche tresse tranche nature,brioche pasquier,500,france,2025-03-28,13
1473,REC-874145,6418,mon taboul au poulet  la ciboulette,unknown,500,france,2024-07-15,10
1474,REC-673640,6439,crpe dentelle chocolat au lait,unknown,90,ranska,2025-05-01,1
1475,REC-694391,10758,chips les natures craquantes,bret's,250,france,2025-12-23,2
1476,REC-348151,7037,sabls au beurre,carrefour bio,200,belgique,2024-11-17,8
1477,REC-699551,10641,stylesse chocolat noir,carrefour,300,france,2024-06-12,4
1478,REC-831048,7204,cacahutes grilles et sales,marque repère,500,france,2024-10-18,2
1479,REC-939057,6148,g michoko noir,la pie qui chante,280,francia,2025-04-05,24
1480,REC-215473,8452,petit beurre nature sans sucres,karéléa,150,france,2024-04-27,12
1481,REC-752927,10694,kinder pingui schoko erpackung,ferrero,120,belgique,2024-11-02,4
1482,REC-444881,11235,veggie straws  with kale,eat real,113,france,2024-12-08,1
1483,REC-863670,11314,fruit  nut bar dark chocolate,unknown,45,france,2024-11-15,12
1484,REC-619927,13487,belgian chocolate guylian seashells,unknown,250,australia,2024-03-26,8
1485,REC-968580,10620,biscuit fourr  la crme got chocolat,kif,130,france,2026-01-16,11
1486,REC-161923,7368,delicate crisp rosemary  sea salt,wasa,190,austria,2025-05-06,6
1487,REC-323873,13205,creme egg,cadbury,200,france,2024-07-27,13
1488,REC-285293,12488,lindor assorted chocolate truffles box,lindt,200,united kingdom,2024-12-06,6
1489,REC-614367,11746,wasabi peanuts,snacks of the world,250,belgia,2024-06-27,12
1490,REC-661881,13249,novellini,italiamo,350,switzerland,2025-10-11,15
1491,REC-502336,5314,coconut  chia oat biscuits imp,nairn's,200,gb,2026-01-13,8
1492,REC-803423,10754,salt  shake potato crisps,walkers,24,gb,2025-06-24,2
1493,REC-234551,11802,pains au lait,brioches fonteneau,280,france,2025-05-05,12
1494,REC-425941,7480,thins cheddar  pepper,savour bakes,125,gb,2024-06-17,11
1495,REC-133406,9705,all natural nut bar,2keep,3,france,2025-11-28,21
1496,REC-834815,12827,gianduja noir clats de noisettes,ethiquable,100,france,2024-06-19,4
1497,REC-328296,9151,applies  blueberries mini fruit bar,that's it.,480,united states,2024-03-04,19
1498,REC-988381,5604,cacao collection,trapa,85,spain,2025-08-09,19
1499,REC-496103,10133,nachos texmex,hacendado,150,spain,2025-06-10,6
1500,REC-597052,11199,pistachios roasted  salted,alesto,500,italy,2024-03-06,13
1501,REC-485097,12291,salt and vinegar flavour peanuts,kp,225,united kingdom,2025-05-08,23
1502,REC-114225,13553,chips paysanne nature,carrefour,150,france,2024-04-09,4
1503,REC-466727,9459,merendina double choco g,bimo,36,ma,2024-10-04,12
1504,REC-275066,8945,almond flour crackers fine ground sea salt,simple mills,2,united states,2024-08-15,9
1505,REC-830505,8833,all butter shortbread fingers,morrisons,210,gb,2024-03-08,19
1506,REC-123390,7316,bonbons aux plantes des alpes suisses cassis,ricola,50,france,2025-10-02,23
1507,REC-214055,12736,noir  cacao equateur,carrefour bio,100,france,2025-08-02,21
1508,REC-298530,10033,guet apens,lu,105,france,2025-01-14,4
1509,REC-866392,5921,protein cookie,bodymass,75,france,2024-11-18,5
1510,REC-742480,9024,snack balls figues,vemondo,144,france,2024-05-07,11
1511,REC-545649,11120,lightly salted hand cooked potato crisps,lidl,150,gb,2024-10-21,19
1512,REC-941169,5375,ancora uno frolla con cioccolato in pezzi,tremarie,360,france,2025-11-01,20
1513,REC-255667,10300,doritos saveur barbecue,doritos,160,fr,2024-03-02,7
1514,REC-567322,14775,vollmilch extra cremig,j.d. gross,125,france,2024-10-18,15
1515,REC-100659,7767,bio biscuits  lavoine,sondey,200,france,2025-07-26,22
1516,REC-824368,13005,high protein milk chocolate crisp,fincarre,90,netherlands,2024-12-16,18
1517,REC-296278,5447,celebrations,mars foods,550,morocco,2024-12-04,2
1518,REC-595991,6850,goldfish,pepperidge farm,6,france,2024-12-20,3
1519,REC-356909,14164,peanut butter dark chocolate chewy bar,nature valley,40,france,2024-10-26,17
1520,REC-741800,13308,blueberry,rxbar,52,united states,2026-01-12,21
1521,REC-878739,14063,madeleines,délices de kerloch,500,france,2025-06-28,2
1522,REC-856664,7265,chocolat noir  la pointe de sel,j.d. gross,125,república checa,2025-11-13,5
1523,REC-226531,6538,pains au chocolat,maitre jean pierre,450,france,2024-08-27,12
1524,REC-315687,10253,pockitos chocolat au lait,lu,295,france,2025-07-02,15
1525,REC-197124,6049,box best of,belin,205,france,2025-01-11,20
1526,REC-720028,5182,cration pralin feuillet,lindt,150,francia,2025-06-14,16
1527,REC-452156,8639,brossard  le cake aux fruits gr,brossard,300,france,2025-12-02,12
1528,REC-700054,11108,lays ds bugles got cacahute,lay's,85,frankrijk,2025-01-31,6
1529,REC-532694,7920,gerbl  sugar free orange chocolate chip shortbread,gerblé,100,france,2025-11-15,8
1530,REC-535318,11744,le veggie snack popp aux lgumes,too good,85,france,2025-11-18,14
1531,REC-814183,13433,madeleines extra moelleuses,unknown,400,france,2025-05-01,6
1532,REC-183927,6897,quatrequarts pur beurre,ker cadélac,500,francia,2025-12-01,7
1533,REC-728522,12143,monster munch got jambon fromage,intersnack,2,france,2024-02-26,12
1534,REC-492841,10931,pains au chocolat,carrefour,360,france,2025-07-29,7
1535,REC-747392,9683,sticks  bretzels,marque repère,300,france,2025-02-17,12
1536,REC-798416,9150,lapin dor chocolat au lait,lindt,200,france,2024-06-23,12
1537,REC-122946,5119,vico pop corn baff caramel,unknown,100,france,2025-05-03,4
1538,REC-426186,7246,mars glac,mars,250,bélgica,2025-05-27,13
1539,REC-750895,10059,walkers cheese  onion crisps pk,walkers,6,united kingdom,2025-10-06,24
1540,REC-975007,14456,almond  apricot bars,eat natural,3,belgium,2025-10-25,8
1541,REC-858419,8694,pringles cheese  onion,pringles,165,france,2026-01-28,21
1542,REC-293786,9063,love corn smoked bbq imp,love corn,45,france,2025-05-13,14
1543,REC-676694,13947,biscuits super extra,saïda,190,tunisia,2025-11-14,12
1544,REC-960640,6302,g c or lt raisin noiset,côte d'or,180,france,2024-08-27,18
1545,REC-556090,5071,dairy milk,cadbury,110,france,2024-08-05,1
1546,REC-955170,9514,vitalday crocant chocolate,gullón,280,portugal,2024-03-30,24
1547,REC-776503,12768,desayuno integral,florbú,350,francia,2025-09-11,12
1548,REC-950203,12120,barritas muesli chocolate,hacendado,138,spain,2025-03-30,17
1549,REC-834363,8967,garlic bread,becky's,150,france,2025-12-16,21
1550,REC-127214,13611,tentation,aiguebelle,100,france,2025-03-01,17
1551,REC-916183,10405,barrette arachidi e cioccolato al latte,crownfield,96,france,2024-06-21,21
1552,REC-231756,7090,wr shortbread fingers g,unknown,200,france,2024-03-01,4
